instance,tag,solver,makespan,norm_makespan,soc,norm_soc,total_moves,norm_total_moves,exec_time,satisfied
X15Y15R6.4,0,MCBS-SOC,17,1.0,66,1.0,66,1.0,0.5700734999999924,True
X15Y15R6.4,0,MICBS-SOC,17,1.0,66,1.0,66,1.0,0.5551956000000047,True
X15Y15R6.4,0,CBS-MS,17,1.0,66,1.0,66,1.0,0.5446139999999957,True
X15Y15R6.4,0,GICBS-MS,17,1.0,66,1.0,66,1.0,0.5337578000000036,True
X15Y15R6.4,0,ICBS-MS,17,1.0,66,1.0,66,1.0,0.5524867000000029,True
X15Y15R6.4,0,MCBS-MS,17,1.0,66,1.0,66,1.0,0.5393365000000045,True
X15Y15R6.4,0,MICBS-MS,17,1.0,66,1.0,66,1.0,0.5535334000000063,True
X15Y15R7.1,0,IS,25,1.0,74,1.0,148,2.0,0.7061264999999963,True
X15Y15R7.1,0,PP,25,1.0,79,1.0675675675675675,76,1.027027027027027,0.9015512000000001,True
X15Y15R7.1,0,CBS-SOC,25,1.0,74,1.0,74,1.0,1.6576625999999948,True
X15Y15R7.1,0,GICBS-SOC,25,1.0,74,1.0,74,1.0,1.6095147999999995,True
X15Y15R7.1,0,ICBS-SOC,25,1.0,74,1.0,74,1.0,1.7129560999999995,True
X15Y15R7.1,0,MCBS-SOC,25,1.0,74,1.0,74,1.0,1.6113308999999987,True
X15Y15R7.1,0,MICBS-SOC,25,1.0,74,1.0,74,1.0,1.611676200000005,True
X15Y15R7.1,0,CBS-MS,25,1.0,74,1.0,74,1.0,1.611389299999999,True
X15Y15R7.1,0,GICBS-MS,25,1.0,74,1.0,74,1.0,1.6213805000000008,True
X15Y15R7.1,0,ICBS-MS,25,1.0,74,1.0,74,1.0,1.6068388999999996,True
X15Y15R7.1,0,MCBS-MS,25,1.0,74,1.0,74,1.0,1.5980064999999968,True
X15Y15R7.1,0,MICBS-MS,25,1.0,74,1.0,74,1.0,1.6040370000000053,True
X15Y15R7.2,0,IS,15,1.0,78,1.0263157894736843,76,1.0,0.4840250000000026,True
X15Y15R7.2,0,PP,15,1.0,76,1.0,76,1.0,0.4846949999999879,True
X15Y15R7.2,0,CBS-SOC,15,1.0,76,1.0,76,1.0,0.6704408999999885,True
X15Y15R7.2,0,GICBS-SOC,15,1.0,76,1.0,76,1.0,0.6822121000000152,True
X15Y15R7.2,0,ICBS-SOC,15,1.0,76,1.0,76,1.0,0.6842769999999803,True
X15Y15R7.2,0,MCBS-SOC,15,1.0,76,1.0,76,1.0,0.7604804000000058,True
X15Y15R7.2,0,MICBS-SOC,15,1.0,76,1.0,76,1.0,0.7455127000000061,True
X15Y15R7.2,0,CBS-MS,15,1.0,76,1.0,76,1.0,0.6951932000000056,True
X15Y15R7.2,0,GICBS-MS,15,1.0,76,1.0,76,1.0,0.6805370000000153,True
X15Y15R7.2,0,ICBS-MS,15,1.0,76,1.0,76,1.0,0.6845275999999956,True
X15Y15R7.2,0,MCBS-MS,15,1.0,76,1.0,76,1.0,0.6765512000000058,True
X15Y15R7.2,0,MICBS-MS,15,1.0,76,1.0,76,1.0,0.6775959,True
X15Y15R7.3,0,IS,14,1.0769230769230769,57,1.0178571428571428,56,1.0,0.2585630000000094,True
X15Y15R7.3,0,PP,13,1.0,56,1.0,56,1.0,0.27934890000000223,True
X15Y15R7.3,0,CBS-SOC,13,1.0,56,1.0,56,1.0,0.40846310000000585,True
X15Y15R7.3,0,GICBS-SOC,13,1.0,56,1.0,56,1.0,0.4091007000000104,True
X15Y15R7.3,0,ICBS-SOC,13,1.0,56,1.0,56,1.0,0.415387399999986,True
X15Y15R7.3,0,MCBS-SOC,13,1.0,56,1.0,56,1.0,0.4239539999999806,True
X15Y15R7.3,0,MICBS-SOC,13,1.0,56,1.0,56,1.0,0.4248303999999905,True
X15Y15R7.3,0,CBS-MS,13,1.0,56,1.0,56,1.0,0.4059178999999915,True
X15Y15R7.3,0,GICBS-MS,13,1.0,56,1.0,56,1.0,0.410057600000016,True
X15Y15R7.3,0,ICBS-MS,13,1.0,56,1.0,56,1.0,0.42253070000001003,True
X15Y15R7.3,0,MCBS-MS,13,1.0,56,1.0,56,1.0,0.4475010000000168,True
X15Y15R7.3,0,MICBS-MS,13,1.0,56,1.0,56,1.0,0.4369906999999955,True
X15Y15R7.4,0,IS,12,1.0,56,1.0,112,2.0,0.3196882999999957,True
X15Y15R7.4,0,PP,12,1.0,66,1.1785714285714286,56,1.0,0.3540777999999989,True
X15Y15R7.4,0,CBS-SOC,13,1.0833333333333333,58,1.0357142857142858,58,1.0357142857142858,0.8063691000000119,True
X15Y15R7.4,0,GICBS-SOC,12,1.0,59,1.0535714285714286,56,1.0,0.69080790000001,True
X15Y15R7.4,0,ICBS-SOC,13,1.0833333333333333,58,1.0357142857142858,58,1.0357142857142858,0.7821216000000106,True
X15Y15R7.4,0,MCBS-SOC,12,1.0,59,1.0535714285714286,56,1.0,0.81445819999999,True
X15Y15R7.4,0,MICBS-SOC,12,1.0,59,1.0535714285714286,58,1.0357142857142858,0.7287773999999843,True
X15Y15R7.4,0,CBS-MS,12,1.0,59,1.0535714285714286,56,1.0,0.6756627999999978,True
X15Y15R7.4,0,GICBS-MS,12,1.0,59,1.0535714285714286,56,1.0,0.5133392999999842,True
X15Y15R7.4,0,ICBS-MS,12,1.0,59,1.0535714285714286,56,1.0,0.6814026000000126,True
X15Y15R7.4,0,MCBS-MS,12,1.0,61,1.0892857142857142,58,1.0357142857142858,0.7990921999999898,True
X15Y15R7.4,0,MICBS-MS,12,1.0,59,1.0535714285714286,58,1.0357142857142858,0.7197920999999781,True
X15Y15R8.1,0,IS,14,1.0,77,1.0547945205479452,73,1.0,0.41219229999998674,True
X15Y15R8.1,0,PP,14,1.0,73,1.0,73,1.0,0.38899449999999547,True
X15Y15R8.1,0,CBS-SOC,14,1.0,73,1.0,73,1.0,0.5532988000000216,True
X15Y15R8.1,0,GICBS-SOC,14,1.0,73,1.0,73,1.0,0.5494927000000018,True
X15Y15R8.1,0,ICBS-SOC,14,1.0,73,1.0,73,1.0,0.5778095000000008,True
X15Y15R8.1,0,MCBS-SOC,14,1.0,73,1.0,73,1.0,0.5327478000000099,True
X15Y15R8.1,0,MICBS-SOC,14,1.0,73,1.0,73,1.0,0.572981900000002,True
X15Y15R8.1,0,CBS-MS,14,1.0,73,1.0,73,1.0,0.5862827999999922,True
X15Y15R8.1,0,GICBS-MS,14,1.0,73,1.0,73,1.0,0.5750987000000123,True
X15Y15R8.1,0,ICBS-MS,14,1.0,73,1.0,73,1.0,0.5849190000000135,True
X15Y15R8.1,0,MCBS-MS,14,1.0,73,1.0,73,1.0,0.5469790000000216,True
X15Y15R8.1,0,MICBS-MS,14,1.0,73,1.0,73,1.0,0.5494116000000133,True
X15Y15R8.2,0,IS,17,1.0,80,1.0256410256410255,78,1.0,0.551159800000022,True
X15Y15R8.2,0,PP,17,1.0,78,1.0,78,1.0,0.6128416999999899,True
X15Y15R8.2,0,CBS-SOC,17,1.0,78,1.0,78,1.0,0.9109957000000009,True
X15Y15R8.2,0,GICBS-SOC,17,1.0,78,1.0,78,1.0,0.934607700000015,True
X15Y15R8.2,0,ICBS-SOC,17,1.0,78,1.0,78,1.0,0.9410531999999989,True
X15Y15R8.2,0,MCBS-SOC,17,1.0,78,1.0,78,1.0,0.9132021000000066,True
X15Y15R8.2,0,MICBS-SOC,17,1.0,78,1.0,78,1.0,0.9097778999999946,True
X15Y15R8.2,0,CBS-MS,17,1.0,78,1.0,78,1.0,0.9026820000000271,True
X15Y15R8.2,0,GICBS-MS,17,1.0,78,1.0,78,1.0,0.9058271000000104,True
X15Y15R8.2,0,ICBS-MS,17,1.0,78,1.0,78,1.0,0.9026719999999955,True
X15Y15R8.2,0,MCBS-MS,17,1.0,78,1.0,78,1.0,0.9150252000000023,True
X15Y15R8.2,0,MICBS-MS,17,1.0,78,1.0,78,1.0,0.9257913000000144,True
X15Y15R8.3,0,IS,21,1.0,97,1.0,194,2.0,0.7798971999999935,True
X15Y15R8.3,0,PP,21,1.0,97,1.0,97,1.0,0.8226539000000059,True
X15Y15R8.3,0,CBS-SOC,21,1.0,97,1.0,97,1.0,0.8669769999999914,True
X15Y15R8.3,0,GICBS-SOC,21,1.0,97,1.0,97,1.0,0.8761639999999886,True
X15Y15R8.3,0,ICBS-SOC,21,1.0,97,1.0,97,1.0,0.8683393999999964,True
X15Y15R8.3,0,MCBS-SOC,21,1.0,97,1.0,97,1.0,0.8987433000000067,True
X15Y15R8.3,0,MICBS-SOC,21,1.0,97,1.0,97,1.0,0.8690412999999921,True
X15Y15R8.3,0,CBS-MS,21,1.0,97,1.0,97,1.0,0.8502627999999959,True
X15Y15R8.3,0,GICBS-MS,21,1.0,97,1.0,97,1.0,0.8825343999999973,True
X15Y15R8.3,0,ICBS-MS,21,1.0,97,1.0,97,1.0,0.8770676000000037,True
X15Y15R8.3,0,MCBS-MS,21,1.0,97,1.0,97,1.0,0.8598963000000026,True
X15Y15R8.3,0,MICBS-MS,21,1.0,97,1.0,97,1.0,0.8568294000000094,True
X15Y15R8.4,0,IS,19,1.0,83,1.0,166,2.0,0.5975310000000036,True
X15Y15R8.4,0,PP,19,1.0,83,1.0,83,1.0,0.6610913000000096,True
X15Y15R8.4,0,CBS-SOC,19,1.0,83,1.0,83,1.0,0.7372555000000034,True
X15Y15R8.4,0,GICBS-SOC,19,1.0,83,1.0,83,1.0,0.6956782000000032,True
X15Y15R8.4,0,ICBS-SOC,19,1.0,83,1.0,83,1.0,0.69589959999999,True
X15Y15R8.4,0,MCBS-SOC,19,1.0,83,1.0,83,1.0,0.7156249999999886,True
X15Y15R8.4,0,MICBS-SOC,19,1.0,83,1.0,83,1.0,0.7112651999999855,True
X15Y15R8.4,0,CBS-MS,19,1.0,83,1.0,83,1.0,0.7120046999999943,True
X15Y15R8.4,0,GICBS-MS,19,1.0,83,1.0,83,1.0,0.7617464999999868,True
X15Y15R8.4,0,ICBS-MS,19,1.0,83,1.0,83,1.0,0.8855480999999941,True
X15Y15R8.4,0,MCBS-MS,19,1.0,83,1.0,83,1.0,0.7118469000000118,True
X15Y15R8.4,0,MICBS-MS,19,1.0,83,1.0,83,1.0,0.7723403999999903,True
X15Y15R9.1,0,IS,17,1.0,80,1.0,160,2.0,0.5553053000000148,True
X15Y15R9.1,0,PP,17,1.0,87,1.0875,80,1.0,0.6730931000000169,True
X15Y15R9.1,0,CBS-SOC,17,1.0,80,1.0,80,1.0,0.9700681000000202,True
X15Y15R9.1,0,GICBS-SOC,17,1.0,80,1.0,80,1.0,1.0318789000000095,True
X15Y15R9.1,0,ICBS-SOC,17,1.0,80,1.0,80,1.0,0.9951791000000014,True
X15Y15R9.1,0,MCBS-SOC,17,1.0,80,1.0,80,1.0,0.9910416999999825,True
X15Y15R9.1,0,MICBS-SOC,17,1.0,80,1.0,80,1.0,1.0463167999999996,True
X15Y15R9.1,0,CBS-MS,17,1.0,80,1.0,80,1.0,0.9588286000000039,True
X15Y15R9.1,0,GICBS-MS,17,1.0,80,1.0,80,1.0,0.9910726999999895,True
X15Y15R9.1,0,ICBS-MS,17,1.0,80,1.0,80,1.0,0.9849685999999735,True
X15Y15R9.1,0,MCBS-MS,17,1.0,80,1.0,80,1.0,0.9701498999999956,True
X15Y15R9.1,0,MICBS-MS,17,1.0,80,1.0,80,1.0,0.9926626999999826,True
X15Y15R9.2,0,IS,19,1.0,112,1.0980392156862746,106,1.0392156862745099,0.7877971000000059,True
X15Y15R9.2,0,PP,19,1.0,102,1.0,102,1.0,0.7297008000000176,True
X15Y15R9.2,0,CBS-SOC,19,1.0,102,1.0,102,1.0,1.2290510999999924,True
X15Y15R9.2,0,GICBS-SOC,19,1.0,102,1.0,102,1.0,1.284207699999996,True
X15Y15R9.2,0,ICBS-SOC,19,1.0,102,1.0,102,1.0,1.3824906000000112,True
X15Y15R9.2,0,MCBS-SOC,19,1.0,102,1.0,102,1.0,1.3145156000000213,True
X15Y15R9.2,0,MICBS-SOC,19,1.0,102,1.0,102,1.0,1.28356500000001,True
X15Y15R9.2,0,CBS-MS,19,1.0,102,1.0,102,1.0,1.2582140000000095,True
X15Y15R9.2,0,GICBS-MS,19,1.0,102,1.0,102,1.0,1.2644650000000013,True
X15Y15R9.2,0,ICBS-MS,19,1.0,102,1.0,102,1.0,1.2618469999999888,True
X15Y15R9.2,0,MCBS-MS,19,1.0,102,1.0,102,1.0,1.2604101000000014,True
X15Y15R9.2,0,MICBS-MS,19,1.0,102,1.0,102,1.0,1.2566276999999957,True
X15Y15R9.3,0,IS,24,1.2,117,1.0833333333333333,112,1.037037037037037,0.9834716000000014,True
X15Y15R9.3,0,PP,20,1.0,109,1.0092592592592593,108,1.0,1.0236653999999987,True
X15Y15R9.3,0,CBS-SOC,20,1.0,108,1.0,108,1.0,2.653694100000024,True
X15Y15R9.3,0,GICBS-SOC,20,1.0,108,1.0,108,1.0,2.5935400999999842,True
X15Y15R9.3,0,ICBS-SOC,20,1.0,108,1.0,108,1.0,2.5659238000000073,True
X15Y15R9.3,0,MCBS-SOC,20,1.0,108,1.0,108,1.0,2.5296503000000143,True
X15Y15R9.3,0,MICBS-SOC,20,1.0,108,1.0,108,1.0,2.544096499999995,True
X15Y15R9.3,0,CBS-MS,20,1.0,108,1.0,108,1.0,2.5183732000000134,True
X15Y15R9.3,0,GICBS-MS,20,1.0,113,1.0462962962962963,108,1.0,2.1858450000000005,True
X15Y15R9.3,0,ICBS-MS,20,1.0,113,1.0462962962962963,108,1.0,2.6548966000000007,True
X15Y15R9.3,0,MCBS-MS,20,1.0,108,1.0,108,1.0,2.552179599999988,True
X15Y15R9.3,0,MICBS-MS,20,1.0,113,1.0462962962962963,108,1.0,2.5586560000000134,True
X15Y15R9.4,0,IS,15,1.0,92,1.010989010989011,91,1.0,0.5940882000000158,True
X15Y15R9.4,0,PP,15,1.0,91,1.0,91,1.0,0.6312480999999934,True
X15Y15R9.4,0,CBS-SOC,15,1.0,91,1.0,91,1.0,1.1273439999999937,True
X15Y15R9.4,0,GICBS-SOC,15,1.0,91,1.0,91,1.0,1.1198286000000053,True
X15Y15R9.4,0,ICBS-SOC,15,1.0,91,1.0,91,1.0,1.2174296999999967,True
X15Y15R9.4,0,MCBS-SOC,15,1.0,91,1.0,91,1.0,1.4267221000000063,True
X15Y15R9.4,0,MICBS-SOC,15,1.0,91,1.0,91,1.0,1.5231367000000091,True
X15Y15R9.4,0,CBS-MS,15,1.0,91,1.0,91,1.0,1.1462336000000164,True
X15Y15R9.4,0,GICBS-MS,15,1.0,91,1.0,91,1.0,1.2130617999999913,True
X15Y15R9.4,0,ICBS-MS,15,1.0,91,1.0,91,1.0,1.1248615000000086,True
X15Y15R9.4,0,MCBS-MS,15,1.0,91,1.0,91,1.0,1.127587200000022,True
X15Y15R9.4,0,MICBS-MS,15,1.0,91,1.0,91,1.0,1.1397895000000062,True
X15Y15R10.1,0,IS,19,1.0,100,1.0101010101010102,99,1.0,0.7601248999999939,True
X15Y15R10.1,0,PP,19,1.0,99,1.0,99,1.0,0.8459599000000253,True
X15Y15R10.1,0,CBS-SOC,19,1.0,99,1.0,99,1.0,1.5492123999999876,True
X15Y15R10.1,0,GICBS-SOC,19,1.0,99,1.0,99,1.0,1.5059174999999527,True
X15Y15R10.1,0,ICBS-SOC,19,1.0,99,1.0,99,1.0,1.438173699999993,True
X15Y15R10.1,0,MCBS-SOC,19,1.0,99,1.0,99,1.0,1.4135349999999676,True
X15Y15R10.1,0,MICBS-SOC,19,1.0,99,1.0,99,1.0,1.4479620000000182,True
X15Y15R10.1,0,CBS-MS,19,1.0,99,1.0,99,1.0,1.4264651999999955,True
X15Y15R10.1,0,GICBS-MS,19,1.0,99,1.0,99,1.0,1.4608868999999913,True
X15Y15R10.1,0,ICBS-MS,19,1.0,99,1.0,99,1.0,1.4261480999999776,True
X15Y15R10.1,0,MCBS-MS,19,1.0,99,1.0,99,1.0,1.4716366000000107,True
X15Y15R10.1,0,MICBS-MS,19,1.0,99,1.0,99,1.0,1.4589668000000415,True
X15Y15R10.2,0,IS,21,1.0,111,1.009090909090909,110,1.0,0.9816748000000075,True
X15Y15R10.2,0,PP,21,1.0,117,1.0636363636363637,112,1.018181818181818,1.049111200000027,True
X15Y15R10.2,0,CBS-SOC,21,1.0,117,1.0636363636363637,112,1.018181818181818,1.1395385000000147,True
X15Y15R10.2,0,GICBS-SOC,21,1.0,117,1.0636363636363637,112,1.018181818181818,1.163206300000013,True
X15Y15R10.2,0,ICBS-SOC,21,1.0,117,1.0636363636363637,112,1.018181818181818,1.1696412999999666,True
X15Y15R10.2,0,MCBS-SOC,21,1.0,117,1.0636363636363637,112,1.018181818181818,1.1633171999999945,True
X15Y15R10.2,0,MICBS-SOC,21,1.0,117,1.0636363636363637,112,1.018181818181818,1.1544659999999567,True
X15Y15R10.2,0,CBS-MS,21,1.0,117,1.0636363636363637,112,1.018181818181818,1.1456886000000281,True
X15Y15R10.2,0,GICBS-MS,21,1.0,117,1.0636363636363637,112,1.018181818181818,1.1494653999999969,True
X15Y15R10.2,0,ICBS-MS,21,1.0,117,1.0636363636363637,112,1.018181818181818,1.1740867999999978,True
X15Y15R10.2,0,MCBS-MS,21,1.0,117,1.0636363636363637,112,1.018181818181818,1.1613682999999924,True
X15Y15R10.2,0,MICBS-MS,21,1.0,117,1.0636363636363637,112,1.018181818181818,1.153840099999968,True
X15Y15R10.3,0,IS,14,1.0,70,1.0,140,2.0,0.35961919999999736,True
X15Y15R10.3,0,PP,14,1.0,70,1.0,70,1.0,0.3912601999999765,True
X15Y15R10.3,0,CBS-SOC,14,1.0,70,1.0,70,1.0,0.4527964000000111,True
X15Y15R10.3,0,GICBS-SOC,14,1.0,70,1.0,70,1.0,0.5212822999999958,True
X15Y15R10.3,0,ICBS-SOC,14,1.0,70,1.0,70,1.0,0.48412270000000035,True
X15Y15R10.3,0,MCBS-SOC,14,1.0,70,1.0,70,1.0,0.47417930000000297,True
X15Y15R10.3,0,MICBS-SOC,14,1.0,70,1.0,70,1.0,0.45909409999995887,True
X15Y15R10.3,0,CBS-MS,14,1.0,70,1.0,70,1.0,0.4737782999999922,True
X15Y15R10.3,0,GICBS-MS,14,1.0,70,1.0,70,1.0,0.44889360000001943,True
X15Y15R10.3,0,ICBS-MS,14,1.0,70,1.0,70,1.0,0.4499575999999479,True
X15Y15R10.3,0,MCBS-MS,14,1.0,70,1.0,70,1.0,0.46177850000003673,True
X15Y15R10.3,0,MICBS-MS,14,1.0,70,1.0,70,1.0,0.4507805999999732,True
X15Y15R10.4,0,IS,18,1.0,137,1.0148148148148148,135,1.0,1.123308599999973,True
X15Y15R10.4,0,PP,18,1.0,135,1.0,135,1.0,1.3988470000000461,True
X15Y15R10.4,0,CBS-SOC,18,1.0,135,1.0,135,1.0,2.5453276000000074,True
X15Y15R10.4,0,GICBS-SOC,18,1.0,135,1.0,135,1.0,2.486863299999982,True
X15Y15R10.4,0,ICBS-SOC,18,1.0,135,1.0,135,1.0,2.4004355000000146,True
X15Y15R10.4,0,MCBS-SOC,18,1.0,135,1.0,135,1.0,2.4916362000000163,True
X15Y15R10.4,0,MICBS-SOC,18,1.0,135,1.0,135,1.0,2.3828836000000138,True
X15Y15R10.4,0,CBS-MS,18,1.0,135,1.0,135,1.0,2.3779341000000045,True
X15Y15R10.4,0,GICBS-MS,18,1.0,135,1.0,135,1.0,2.376501200000007,True
X15Y15R10.4,0,ICBS-MS,18,1.0,135,1.0,135,1.0,2.6327671000000237,True
X15Y15R10.4,0,MCBS-MS,18,1.0,135,1.0,135,1.0,2.591879199999994,True
X15Y15R10.4,0,MICBS-MS,18,1.0,135,1.0,135,1.0,2.808101700000009,True
X15Y15R11.1,0,IS,15,1.0,112,1.0275229357798166,109,1.0,0.6986358999999993,True
X15Y15R11.1,0,PP,15,1.0,111,1.018348623853211,109,1.0,0.7599870000000237,True
X15Y15R11.1,0,CBS-SOC,15,1.0,109,1.0,109,1.0,1.4595760999999925,True
X15Y15R11.1,0,GICBS-SOC,15,1.0,109,1.0,109,1.0,1.46316250000001,True
X15Y15R11.1,0,ICBS-SOC,15,1.0,109,1.0,109,1.0,1.4671134000000166,True
X15Y15R11.1,0,MCBS-SOC,15,1.0,109,1.0,109,1.0,4.1139263999999685,True
X15Y15R11.1,0,MICBS-SOC,15,1.0,109,1.0,109,1.0,8.059032600000023,True
X15Y15R11.1,0,CBS-MS,15,1.0,109,1.0,109,1.0,1.4296444000000292,True
X15Y15R11.1,0,GICBS-MS,15,1.0,111,1.018348623853211,109,1.0,1.392982800000027,True
X15Y15R11.1,0,ICBS-MS,15,1.0,111,1.018348623853211,109,1.0,1.516564800000026,True
X15Y15R11.1,0,MCBS-MS,15,1.0,109,1.0,109,1.0,4.042643100000021,True
X15Y15R11.1,0,MICBS-MS,15,1.0,109,1.0,109,1.0,7.819845299999997,True
X15Y15R11.2,0,IS,22,1.2222222222222223,109,1.058252427184466,103,1.0,0.5837781999999834,True
X15Y15R11.2,0,PP,18,1.0,108,1.0485436893203883,103,1.0,0.6349989999999934,True
X15Y15R11.2,0,CBS-SOC,18,1.0,103,1.0,103,1.0,1.0941598,True
X15Y15R11.2,0,GICBS-SOC,18,1.0,103,1.0,103,1.0,1.1024681999999757,True
X15Y15R11.2,0,ICBS-SOC,18,1.0,103,1.0,103,1.0,1.1780805000000214,True
X15Y15R11.2,0,MCBS-SOC,18,1.0,103,1.0,103,1.0,1.1455065000000104,True
X15Y15R11.2,0,MICBS-SOC,18,1.0,103,1.0,103,1.0,1.1193734999999947,True
X15Y15R11.2,0,CBS-MS,18,1.0,103,1.0,103,1.0,1.0679673999999864,True
X15Y15R11.2,0,GICBS-MS,18,1.0,103,1.0,103,1.0,1.0967129999999656,True
X15Y15R11.2,0,ICBS-MS,18,1.0,103,1.0,103,1.0,1.0957298999999807,True
X15Y15R11.2,0,MCBS-MS,18,1.0,103,1.0,103,1.0,1.0889086999999904,True
X15Y15R11.2,0,MICBS-MS,18,1.0,103,1.0,103,1.0,1.082443899999987,True
X15Y15R11.3,0,IS,19,1.0,115,1.0176991150442478,113,1.0,0.8413572999999701,True
X15Y15R11.3,0,PP,19,1.0,113,1.0,113,1.0,0.9010743000000048,True
X15Y15R11.3,0,CBS-SOC,19,1.0,113,1.0,113,1.0,1.2935714999999846,True
X15Y15R11.3,0,GICBS-SOC,19,1.0,113,1.0,113,1.0,1.3005186000000322,True
X15Y15R11.3,0,ICBS-SOC,19,1.0,113,1.0,113,1.0,1.284555800000021,True
X15Y15R11.3,0,MCBS-SOC,19,1.0,113,1.0,113,1.0,1.3064241000000152,True
X15Y15R11.3,0,MICBS-SOC,19,1.0,113,1.0,113,1.0,1.3050063000000023,True
X15Y15R11.3,0,CBS-MS,19,1.0,113,1.0,113,1.0,1.278388800000016,True
X15Y15R11.3,0,GICBS-MS,19,1.0,113,1.0,113,1.0,1.284295899999961,True
X15Y15R11.3,0,ICBS-MS,19,1.0,113,1.0,113,1.0,1.2844718999999714,True
X15Y15R11.3,0,MCBS-MS,19,1.0,113,1.0,113,1.0,1.2897265000000289,True
X15Y15R11.3,0,MICBS-MS,19,1.0,113,1.0,113,1.0,1.2795969000000014,True
X15Y15R11.4,0,IS,17,1.0,125,1.0080645161290323,124,1.0,0.8419916999999941,True
X15Y15R11.4,0,PP,17,1.0,125,1.0080645161290323,124,1.0,0.9824027999999885,True
X15Y15R11.4,0,CBS-SOC,17,1.0,125,1.0080645161290323,124,1.0,6.5513687999999775,True
X15Y15R11.4,0,GICBS-SOC,17,1.0,125,1.0080645161290323,124,1.0,2.6791764999999828,True
X15Y15R11.4,0,ICBS-SOC,17,1.0,125,1.0080645161290323,124,1.0,6.727832000000035,True
X15Y15R11.4,0,MCBS-SOC,17,1.0,125,1.0080645161290323,124,1.0,5.5576469999999745,True
X15Y15R11.4,0,MICBS-SOC,17,1.0,125,1.0080645161290323,124,1.0,5.527991900000018,True
X15Y15R11.4,0,CBS-MS,17,1.0,125,1.0080645161290323,124,1.0,1.9438640999999848,True
X15Y15R11.4,0,GICBS-MS,17,1.0,125,1.0080645161290323,124,1.0,2.662337100000002,True
X15Y15R11.4,0,ICBS-MS,17,1.0,125,1.0080645161290323,124,1.0,3.9808113000000276,True
X15Y15R11.4,0,MCBS-MS,17,1.0,125,1.0080645161290323,124,1.0,4.523187900000039,True
X15Y15R11.4,0,MICBS-MS,17,1.0,125,1.0080645161290323,124,1.0,5.523299799999961,True
X15Y15R12.1,0,IS,18,1.0,130,1.0317460317460319,126,1.0,0.9495516000000066,True
X15Y15R12.1,0,PP,18,1.0,126,1.0,126,1.0,0.9614370999999551,True
X15Y15R12.1,0,CBS-SOC,18,1.0,126,1.0,126,1.0,1.605236199999979,True
X15Y15R12.1,0,GICBS-SOC,18,1.0,126,1.0,126,1.0,1.7073518000000263,True
X15Y15R12.1,0,ICBS-SOC,18,1.0,126,1.0,126,1.0,1.6870102999999972,True
X15Y15R12.1,0,MCBS-SOC,18,1.0,126,1.0,126,1.0,1.7497880999999893,True
X15Y15R12.1,0,MICBS-SOC,18,1.0,126,1.0,126,1.0,1.6815334000000348,True
X15Y15R12.1,0,CBS-MS,18,1.0,126,1.0,126,1.0,1.5847506000000067,True
X15Y15R12.1,0,GICBS-MS,18,1.0,126,1.0,126,1.0,1.5838962999999922,True
X15Y15R12.1,0,ICBS-MS,18,1.0,126,1.0,126,1.0,1.6194818000000168,True
X15Y15R12.1,0,MCBS-MS,18,1.0,126,1.0,126,1.0,1.5802600999999754,True
X15Y15R12.1,0,MICBS-MS,18,1.0,126,1.0,126,1.0,1.6136066999999912,True
X15Y15R12.2,0,IS,23,1.2105263157894737,152,1.0704225352112675,144,1.0140845070422535,1.137397300000032,True
X15Y15R12.2,0,PP,19,1.0,146,1.028169014084507,142,1.0,1.2512479000000098,True
X15Y15R12.2,0,CBS-SOC,19,1.0,142,1.0,142,1.0,1.8728515000000243,True
X15Y15R12.2,0,GICBS-SOC,19,1.0,142,1.0,142,1.0,1.8150062999999932,True
X15Y15R12.2,0,ICBS-SOC,19,1.0,142,1.0,142,1.0,1.8987227999999732,True
X15Y15R12.2,0,MCBS-SOC,19,1.0,142,1.0,142,1.0,1.809292599999992,True
X15Y15R12.2,0,MICBS-SOC,19,1.0,142,1.0,142,1.0,1.8078407000000425,True
X15Y15R12.2,0,CBS-MS,19,1.0,142,1.0,142,1.0,1.8643136999999683,True
X15Y15R12.2,0,GICBS-MS,19,1.0,142,1.0,142,1.0,1.8073587000000089,True
X15Y15R12.2,0,ICBS-MS,19,1.0,142,1.0,142,1.0,1.8737879999999905,True
X15Y15R12.2,0,MCBS-MS,19,1.0,142,1.0,142,1.0,1.7688142000000084,True
X15Y15R12.2,0,MICBS-MS,19,1.0,142,1.0,142,1.0,1.8567355000000134,True
X15Y15R12.3,0,IS,18,1.0,121,1.1415094339622642,108,1.0188679245283019,0.9663369999999532,True
X15Y15R12.3,0,PP,18,1.0,106,1.0,106,1.0,0.8257793999999876,True
X15Y15R12.3,0,CBS-SOC,18,1.0,106,1.0,106,1.0,1.0528982000000155,True
X15Y15R12.3,0,GICBS-SOC,18,1.0,106,1.0,106,1.0,0.9435044999999604,True
X15Y15R12.3,0,ICBS-SOC,18,1.0,106,1.0,106,1.0,0.9106944000000112,True
X15Y15R12.3,0,MCBS-SOC,18,1.0,106,1.0,106,1.0,0.8732024999999908,True
X15Y15R12.3,0,MICBS-SOC,18,1.0,106,1.0,106,1.0,0.8738369999999804,True
X15Y15R12.3,0,CBS-MS,18,1.0,106,1.0,106,1.0,0.8795750999999541,True
X15Y15R12.3,0,GICBS-MS,18,1.0,106,1.0,106,1.0,0.8943790000000149,True
